,experiment,policy,Gain,Final Value,Initial Value,num_stocks,pct_variance,initial_budget,trading_fee,average_error,status,runtime,leftover_cash
112,39_224358_222539_5,DayTrading,-0.09068938928618905,204011.1099985292,224358.0,39,0.00046086676320366605,224358,5,8.79367853623837,Infeasible,135.5560212135315,1.2899985292228795
113,39_224358_222539_5,Directional,-0.020664741172590054,219721.70000000004,224358.0,39,0.00046086676320366605,224358,5,8.79367853623837,Infeasible,164.2729902267456,2949.710000000008
114,39_236334_236245_2,Naive,0.016124721768299453,240144.81999438928,236334.0,39,0.00024133852614645804,236334,2,7.888319471002106,Complete,4.499018430709839,2.219994389304958
115,39_236334_236245_2,DayTrading,-0.007798243164335181,234491.01,236334.0,39,0.00024133852614645804,236334,2,7.888319471002106,Infeasible,203.4589672088623,20.059999999987213
116,39_236334_236245_2,Directional,0.01929531933619375,240894.14,236334.0,39,0.00024133852614645804,236334,2,7.888319471002106,Infeasible,63.56973099708557,9215.439999999997
117,39_319505_317335_8,Naive,-0.009263266661077367,316545.3399854525,319505.0,39,0.00023136792754805714,319505,8,9.907043473208091,Complete,4.5044567584991455,3.9399854524745024
118,39_319505_317335_8,DayTrading,0.09256816012048646,349080.989999296,319505.0,39,0.00023136792754805714,319505,8,9.907043473208091,Complete,131.66683912277222,0.4899992960490036
119,39_319505_317335_8,Directional,-0.002995539975900301,318547.91,319505.0,39,0.00023136792754805714,319505,8,9.907043473208091,Infeasible,339.1464514732361,19152.279999999984
120,39_339060_338372_6,Naive,-0.007751580841149199,336431.74899999995,339060.0,39,0.00021586333000350705,339060,6,8.202278429039973,Complete,4.549665212631226,3.0199999999593956
121,39_339060_338372_6,DayTrading,0.07579229339925347,364758.1349999509,339060.0,39,0.00021586333000350705,339060,6,8.202278429039973,Complete,109.42164301872253,0.20299995088957523
122,39_339060_338372_6,Directional,-0.006405181973691913,336888.259,339060.0,39,0.00021586333000350705,339060,6,8.202278429039973,Infeasible,37.54612874984741,70.66999999996261
123,39_34407_34188_6,Naive,-0.02648501947408679,33495.729934955096,34407.0,39,0.0002502113088492509,34407,6,7.91552514707769,Complete,4.532880544662476,77.58993495509674
124,39_34407_34188_6,DayTrading,0.019970936146714104,35094.13999999999,34407.0,39,0.0002502113088492509,34407,6,7.91552514707769,Complete,1400.1248762607574,0.27999999999360625
