,experiment,horizon,forecast_model,policy,Gain,Final Value,Initial Value,num_stocks,initial_budget,trading_fee,status,total_runtime,forecast_time,solve_time,leftover_cash,penalty,total_trades,total_trading_costs
101,20200820_62_20_2_209439,62,GBM,SeededDirectional,0.0906234825809547,228400.78,209422.20999999996,20,209439.58,2,Complete,90.41289758682251,1.5206899642944336,79.54041075706482,9626.699999999986,,29,58
102,20200908_40_38_2_129098,40,GBM,Naive,-0.018019255700871702,128802.82999999997,131166.35,38,129098.03,2,Complete,7.573293447494507,1.1752572059631348,0.16249632835388184,0.5899999999853662,,32,64
103,20200908_40_38_2_129098,40,GBM,Directional,-0.010146123605635148,129835.52,131166.35,38,129098.03,2,Complete,28.454458951950073,1.2106261253356934,21.023528575897217,2.839999999994916,,47,94
104,20200908_40_38_2_129098,40,GBM,SeededDirectional,-0.007308810529529855,130207.68000000001,131166.35,38,129098.03,2,Complete,35.876972675323486,1.1238818168640137,28.555864810943604,240.33999999999878,,47,94
105,20200910_88_34_7_314378,88,GBM,Naive,0.14665353193631459,363270.0899999999,316808.93999999994,34,314378.3,7,Complete,18.04237651824951,4.182029724121094,0.19367051124572754,-5.4569682106375694e-11,,30,210
106,20200910_88_34_7_314378,88,GBM,Directional,0.15401658172903823,365602.7699999999,316808.93999999994,34,314378.3,7,Complete,152.12345123291016,4.170071363449097,134.3629813194275,9831.739999999967,,45,315
107,20200910_88_34_7_314378,88,GBM,SeededDirectional,0.17579775368712783,372503.24,316808.93999999994,34,314378.3,7,Complete,1178.4127650260925,4.846451282501221,1159.8537693023682,12.849999999972624,,58,406
108,20201008_81_13_3_52359,81,GBM,Naive,0.08809709155568568,56980.00500000001,52366.655000000006,13,52359.16,3,Complete,14.79651403427124,1.7238194942474365,0.1884782314300537,0.20500000001015906,,11,33
109,20201008_81_13_3_52359,81,GBM,Directional,0.0937675893180499,57276.95000000001,52366.655000000006,13,52359.16,3,Complete,427.0066933631897,2.0008769035339355,412.0240354537964,4086.6700000000037,,20,60
110,20201008_81_13_3_52359,81,GBM,SeededDirectional,0.04491073565802535,54718.48000000002,52366.655000000006,13,52359.16,3,Complete,81.3924298286438,2.0911571979522705,66.44201445579529,1503.4400000000123,,16,48
111,20201029_45_21_4_129967,45,GBM,Naive,0.12014225915549913,145642.98,130021.85999999999,21,129967.58,4,Complete,8.643317699432373,1.1009297370910645,0.18827319145202637,3.339999999997417,,19,76
112,20201029_45_21_4_129967,45,GBM,Directional,0.05588598717169555,137288.25999999998,130021.85999999999,21,129967.58,4,Infeasible,40.43497920036316,1.1320672035217285,31.990560054779053,1290.009999999976,,15,60
113,20201029_45_21_4_129967,45,GBM,SeededDirectional,0.08402817803098671,140947.36000000002,130021.85999999999,21,129967.58,4,Infeasible,45.107049226760864,1.0344529151916504,36.65371036529541,10.729999999998654,,21,84
114,20201030_67_20_6_253505,67,GBM,Naive,0.17805367474998776,302138.43,256472.55000000002,20,253505.73,6,Complete,13.109619379043579,1.8748257160186768,0.21962809562683105,5.119999999970332,,12,72
115,20201030_67_20_6_253505,67,GBM,Directional,0.13372588996366272,290769.57,256472.55000000002,20,253505.73,6,Complete,829.3349552154541,2.4082040786743164,815.8916261196136,9143.634999999982,,32,192
116,20201030_67_20_6_253505,67,GBM,SeededDirectional,0.15716713153123,296781.605,256472.55000000002,20,253505.73,6,Complete,399.13414883613586,2.328289270401001,385.6945695877075,13229.419999999998,,23,138
117,20201123_73_19_4_347951,73,GBM,Naive,-0.010090955400662436,349863.91000000003,353430.3600000001,19,347951.38,4,Complete,14.764525175094604,2.430111885070801,0.20894622802734375,0.08000000002539309,,18,72
